
time_s,engine_rpm,tank_oil_volume_L
0.106,1000.0,8.0
0.107,1000.0,8.0
0.108,1000.0,8.0
0.109,1000.0,8.0
0.11,1000.0,8.0
0.111,1000.0,8.0
0.112,1000.0,8.0
0.113,1000.0,8.0
0.114,1000.0,8.0
0.115,1000.0,8.0
0.116,1000.0,8.0
0.117,1000.0,8.0
0.11800000000000001,1000.0,8.0
0.11900000000000001,1000.0,8.0
0.12,1000.0,8.0
0.121,1000.0,8.0
0.122,1000.0,8.0
0.123,1000.0,8.0
0.124,1000.0,8.0
0.125,1000.0,8.0
0.126,1000.0,8.0
0.127,1000.0,8.0
0.128,1000.0,8.0
0.129,1000.0,8.0
0.13,1000.0,8.0
0.131,1000.0,8.0
0.132,1000.0,8.0
0.133,1000.0,8.0
0.134,1000.0,8.0
0.135,1000.0,8.0
0.136,1000.0,8.0
0.137,1000.0,8.0
0.138,1000.0,8.0
0.139,1000.0,8.0
0.14,1000.0,8.0
0.14100000000000001,1000.0,8.0
0.14200000000000002,1000.0,8.0
0.14300000000000002,1000.0,8.0
0.14400000000000002,1000.0,8.0
0.145,1000.0,8.0
0.146,1000.0,8.0
0.147,1000.0,8.0
0.148,1000.0,8.0
0.149,1000.0,8.0
0.15,1000.0,8.0
0.151,1000.0,8.0
0.152,1000.0,8.0
0.153,1000.0,8.0
0.154,1000.0,8.0
0.155,1000.0,8.0
0.156,1000.0,8.0
0.157,1000.0,8.0
0.158,1000.0,8.0
0.159,1000.0,8.0
0.16,1000.0,8.0
0.161,1000.0,8.0
0.162,1000.0,8.0
0.163,1000.0,8.0
0.164,1000.0,8.0
0.165,1000.0,8.0
0.166,1000.0,8.0
0.167,1000.0,8.0
0.168,1000.0,8.0
0.169,1000.0,8.0
0.17,1000.0,8.0
0.171,1000.0,8.0
0.17200000000000001,1000.0,8.0
0.17300000000000001,1000.0,8.0
0.17400000000000002,1000.0,8.0
0.17500000000000002,1000.0,8.0
0.176,1000.0,8.0
0.177,1000.0,8.0
0.178,1000.0,8.0
0.179,1000.0,8.0
0.18,1000.0,8.0
0.181,1000.0,8.0
0.182,1000.0,8.0
0.183,1000.0,8.0
0.184,1000.0,8.0
0.185,1000.0,8.0
0.186,1000.0,8.0
0.187,1000.0,8.0
0.188,1000.0,8.0
0.189,1000.0,8.0
0.19,1000.0,8.0
0.191,1000.0,8.0
0.192,1000.0,8.0
0.193,1000.0,8.0
0.194,1000.0,8.0
0.195,1000.0,8.0
0.196,1000.0,8.0
0.197,1000.0,8.0
0.198,1000.0,8.0
0.199,1000.0,8.0
0.2,1000.0,8.0
0.201,1000.0,8.0
0.202,1000.0,8.0
0.203,1000.0,8.0
0.20400000000000001,1000.0,8.0
0.20500000000000002,1000.0,8.0
0.20600000000000002,1000.0,8.0
0.20700000000000002,1000.0,8.0
0.20800000000000002,1000.0,8.0
0.209,1000.0,8.0
0.21,1000.0,8.0
0.211,1000.0,8.0
0.212,1000.0,8.0
0.213,1000.0,8.0
0.214,1000.0,8.0
0.215,1000.0,8.0
0.216,1000.0,8.0
0.217,1000.0,8.0
0.218,1000.0,8.0
0.219,1000.0,8.0
0.22,1000.0,8.0
0.221,1000.0,8.0
0.222,1000.0,8.0
0.223,1000.0,8.0
0.224,1000.0,8.0
0.225,1000.0,8.0
0.226,1000.0,8.0
0.227,1000.0,8.0
0.228,1000.0,8.0
0.229,1000.0,8.0
0.23,1000.0,8.0
0.231,1000.0,8.0
0.232,1000.0,8.0
0.233,1000.0,8.0
0.234,1000.0,8.0
0.23500000000000001,1000.0,8.0
0.23600000000000002,1000.0,8.0
0.23700000000000002,1000.0,8.0
0.23800000000000002,1000.0,8.0
0.23900000000000002,1000.0,8.0
0.24,1000.0,8.0
0.241,1000.0,8.0
0.242,1000.0,8.0
0.243,1000.0,8.0
0.244,1000.0,8.0
0.245,1000.0,8.0
0.246,1000.0,8.0
0.247,1000.0,8.0
0.248,1000.0,8.0
0.249,1000.0,8.0
0.25,1000.0,8.0
0.251,1000.0,8.0
0.252,1000.0,8.0
0.253,1000.0,8.0
0.254,1000.0,8.0
0.255,1000.0,8.0
0.256,1000.0,8.0
0.257,1000.0,8.0
0.258,1000.0,8.0
0.259,1000.0,8.0
0.26,1000.0,8.0
0.261,1000.0,8.0
0.262,1000.0,8.0
0.263,1000.0,8.0
0.264,1000.0,8.0
0.265,1000.0,8.0
0.266,1000.0,8.0
0.267,1000.0,8.0
0.268,1000.0,8.0
0.269,1000.0,8.0
0.27,1000.0,8.0
0.271,1000.0,8.0
0.272,1000.0,8.0
0.273,1000.0,8.0
0.274,1000.0,8.0
0.275,1000.0,8.0
0.276,1000.0,8.0
0.277,1000.0,8.0
0.278,1000.0,8.0
0.279,1000.0,8.0
0.28,1000.0,8.0
0.281,1000.0,8.0
0.28200000000000003,1000.0,8.0
0.28300000000000003,1000.0,8.0
0.28400000000000003,1000.0,8.0
0.28500000000000003,1000.0,8.0
0.28600000000000003,1000.0,8.0
0.28700000000000003,1000.0,8.0
0.28800000000000003,1000.0,8.0
0.289,1000.0,8.0
0.29,1000.0,8.0
0.291,1000.0,8.0
0.292,1000.0,8.0
0.293,1000.0,8.0
0.294,1000.0,8.0
0.295,1000.0,8.0
0.296,1000.0,8.0
0.297,1000.0,8.0
0.298,1000.0,8.0
0.299,1000.0,8.0
0.3,1000.0,8.0
0.301,1000.0,8.0
0.302,1000.0,8.0
0.303,1000.0,8.0
0.304,1000.0,8.0
0.305,1000.0,8.0
0.306,1000.0,8.0
0.307,1000.0,8.0
0.308,1000.0,8.0
0.309,1000.0,8.0
0.31,1000.0,8.0
0.311,1000.0,8.0
0.312,1000.0,8.0
0.313,1000.0,8.0
0.314,1000.0,8.0
0.315,1000.0,8.0
0.316,1000.0,8.0
0.317,1000.0,8.0
0.318,1000.0,8.0
0.319,1000.0,8.0
0.32,1000.0,8.0
0.321,1000.0,8.0
0.322,1000.0,8.0
0.323,1000.0,8.0
0.324,1000.0,8.0
0.325,1000.0,8.0
0.326,1000.0,8.0
0.327,1000.0,8.0
0.328,1000.0,8.0
0.329,1000.0,8.0
0.33,1000.0,8.0
0.331,1000.0,8.0
0.332,1000.0,8.0
0.333,1000.0,8.0
0.334,1000.0,8.0
0.335,1000.0,8.0
0.336,1000.0,8.0
0.337,1000.0,8.0
0.338,1000.0,8.0
0.339,1000.0,8.0
0.34,1000.0,8.0
0.341,1000.0,8.0
0.342,1000.0,8.0
0.343,1000.0,8.0
0.34400000000000003,1000.0,8.0
0.34500000000000003,1000.0,8.0
0.34600000000000003,1000.0,8.0
0.34700000000000003,1000.0,8.0
0.34800000000000003,1000.0,8.0
0.34900000000000003,1000.0,8.0
0.35000000000000003,1000.0,8.0
0.35100000000000003,1000.0,8.0
0.352,1000.0,8.0
0.353,1000.0,8.0
0.354,1000.0,8.0
0.355,1000.0,8.0
0.356,1000.0,8.0
0.357,1000.0,8.0
0.358,1000.0,8.0
0.359,1000.0,8.0
0.36,1000.0,8.0
0.361,1000.0,8.0
0.362,1000.0,8.0
0.363,1000.0,8.0
0.364,1000.0,8.0
0.365,1000.0,8.0
0.366,1000.0,8.0
0.367,1000.0,8.0
0.368,1000.0,8.0
0.369,1000.0,8.0
0.37,1000.0,8.0
0.371,1000.0,8.0
0.372,1000.0,8.0
0.373,1000.0,8.0
0.374,1000.0,8.0
0.375,1000.0,8.0
0.376,1000.0,8.0
0.377,1000.0,8.0
0.378,1000.0,8.0
0.379,1000.0,8.0
0.38,1000.0,8.0
0.381,1000.0,8.0
0.382,1000.0,8.0
0.383,1000.0,8.0
0.384,1000.0,8.0
0.385,1000.0,8.0
0.386,1000.0,8.0
0.387,1000.0,8.0
0.388,1000.0,8.0
0.389,1000.0,8.0
0.39,1000.0,8.0
0.391,1000.0,8.0
0.392,1000.0,8.0
0.393,1000.0,8.0
0.394,1000.0,8.0
0.395,1000.0,8.0
0.396,1000.0,8.0
0.397,1000.0,8.0
0.398,1000.0,8.0
0.399,1000.0,8.0
0.4,1000.0,8.0
0.401,1000.0,8.0
0.402,1000.0,8.0
0.403,1000.0,8.0
0.404,1000.0,8.0
0.405,1000.0,8.0
0.406,1000.0,8.0
0.40700000000000003,1000.0,8.0
0.40800000000000003,1000.0,8.0
0.40900000000000003,1000.0,8.0
0.41000000000000003,1000.0,8.0
0.41100000000000003,1000.0,8.0
0.41200000000000003,1000.0,8.0
0.41300000000000003,1000.0,8.0
0.41400000000000003,1000.0,8.0
0.41500000000000004,1000.0,8.0
0.41600000000000004,1000.0,8.0
0.417,1000.0,8.0
0.418,1000.0,8.0
0.419,1000.0,8.0
0.42,1000.0,8.0
0.421,1000.0,8.0
0.422,1000.0,8.0
0.423,1000.0,8.0
0.424,1000.0,8.0
0.425,1000.0,8.0
0.426,1000.0,8.0
0.427,1000.0,8.0
0.428,1000.0,8.0
0.429,1000.0,8.0
0.43,1000.0,8.0
0.431,1000.0,8.0
0.432,1000.0,8.0
0.433,1000.0,8.0
0.434,1000.0,8.0
0.435,1000.0,8.0
0.436,1000.0,8.0
0.437,1000.0,8.0
0.438,1000.0,8.0
0.439,1000.0,8.0
0.44,1000.0,8.0
0.441,1000.0,8.0
0.442,1000.0,8.0
0.443,1000.0,8.0
0.444,1000.0,8.0
0.445,1000.0,8.0
0.446,1000.0,8.0
0.447,1000.0,8.0
0.448,1000.0,8.0
0.449,1000.0,8.0
0.45,1000.0,8.0
0.451,1000.0,8.0
0.452,1000.0,8.0
0.453,1000.0,8.0
0.454,1000.0,8.0
0.455,1000.0,8.0
0.456,1000.0,8.0
0.457,1000.0,8.0
0.458,1000.0,8.0
0.459,1000.0,8.0
0.46,1000.0,8.0
0.461,1000.0,8.0
0.462,1000.0,8.0
0.463,1000.0,8.0
0.464,1000.0,8.0
0.465,1000.0,8.0
0.466,1000.0,8.0
0.467,1000.0,8.0
0.468,1000.0,8.0
0.46900000000000003,1000.0,8.0
0.47000000000000003,1000.0,8.0
0.47100000000000003,1000.0,8.0
0.47200000000000003,1000.0,8.0
0.47300000000000003,1000.0,8.0
0.47400000000000003,1000.0,8.0
0.47500000000000003,1000.0,8.0
0.47600000000000003,1000.0,8.0
0.47700000000000004,1000.0,8.0
0.47800000000000004,1000.0,8.0
0.47900000000000004,1000.0,8.0
0.48,1000.0,8.0
0.481,1000.0,8.0
0.482,1000.0,8.0
0.483,1000.0,8.0
0.484,1000.0,8.0
0.485,1000.0,8.0
0.486,1000.0,8.0
0.487,1000.0,8.0
0.488,1000.0,8.0
0.489,1000.0,8.0
0.49,1000.0,8.0
0.491,1000.0,8.0
0.492,1000.0,8.0
0.493,1000.0,8.0
0.494,1000.0,8.0
0.495,1000.0,8.0
0.496,1000.0,8.0
0.497,1000.0,8.0
0.498,1000.0,8.0
0.499,1000.0,8.0
0.5,1000.0,8.0
0.501,1000.0,8.0
0.502,1000.0,8.0
0.503,1000.0,8.0
0.504,1000.0,8.0
0.505,1000.0,8.0
0.506,1000.0,8.0
0.507,1000.0,8.0
0.508,1000.0,8.0
0.509,1000.0,8.0
0.51,1000.0,8.0
0.511,1000.0,8.0
0.512,1000.0,8.0
0.513,1000.0,8.0
0.514,1000.0,8.0
0.515,1000.0,8.0
0.516,1000.0,8.0
0.517,1000.0,8.0
0.518,1000.0,8.0
0.519,1000.0,8.0
0.52,1000.0,8.0
0.521,1000.0,8.0
0.522,1000.0,8.0
0.523,1000.0,8.0
0.524,1000.0,8.0
0.525,1000.0,8.0
0.526,1000.0,8.0
0.527,1000.0,8.0
0.528,1000.0,8.0
0.529,1000.0,8.0
0.53,1000.0,8.0
0.531,1000.0,8.0
0.532,1000.0,8.0
0.533,1000.0,8.0
0.534,1000.0,8.0
0.535,1000.0,8.0
0.536,1000.0,8.0
0.537,1000.0,8.0
0.538,1000.0,8.0
0.539,1000.0,8.0
0.54,1000.0,8.0
0.541,1000.0,8.0
0.542,1000.0,8.0
0.543,1000.0,8.0
0.544,1000.0,8.0
0.545,1000.0,8.0
0.546,1000.0,8.0
0.547,1000.0,8.0
0.548,1000.0,8.0
0.549,1000.0,8.0
0.55,1000.0,8.0
0.551,1000.0,8.0
0.552,1000.0,8.0
0.553,1000.0,8.0
0.554,1000.0,8.0
0.555,1000.0,8.0
0.556,1000.0,8.0
0.557,1000.0,8.0
0.558,1000.0,8.0
0.559,1000.0,8.0
0.56,1000.0,8.0
0.561,1000.0,8.0
0.562,1000.0,8.0
0.5630000000000001,1000.0,8.0
0.5640000000000001,1000.0,8.0
0.5650000000000001,1000.0,8.0
0.5660000000000001,1000.0,8.0
0.5670000000000001,1000.0,8.0
0.5680000000000001,1000.0,8.0
0.5690000000000001,1000.0,8.0
0.5700000000000001,1000.0,8.0
0.5710000000000001,1000.0,8.0
0.5720000000000001,1000.0,8.0
0.5730000000000001,1000.0,8.0
0.5740000000000001,1000.0,8.0
0.5750000000000001,1000.0,8.0
0.5760000000000001,1000.0,8.0
0.577,1000.0,8.0
0.578,1000.0,8.0
0.579,1000.0,8.0
0.58,1000.0,8.0
0.581,1000.0,8.0
0.582,1000.0,8.0
0.583,1000.0,8.0
0.584,1000.0,8.0
0.585,1000.0,8.0
0.586,1000.0,8.0
0.587,1000.0,8.0
0.588,1000.0,8.0
0.589,1000.0,8.0
0.59,1000.0,8.0
0.591,1000.0,8.0
0.592,1000.0,8.0
0.593,1000.0,8.0
0.594,1000.0,8.0
0.595,1000.0,8.0
0.596,1000.0,8.0
0.597,1000.0,8.0
0.598,1000.0,8.0
0.599,1000.0,8.0
0.6,1000.0,8.0
0.601,1000.0,8.0
0.602,1000.0,8.0
0.603,1000.0,8.0
0.604,1000.0,8.0
0.605,1000.0,8.0
0.606,1000.0,8.0
0.607,1000.0,8.0
0.608,1000.0,8.0
0.609,1000.0,8.0
0.61,1000.0,8.0
0.611,1000.0,8.0
0.612,1000.0,8.0
0.613,1000.0,8.0
0.614,1000.0,8.0
0.615,1000.0,8.0
0.616,1000.0,8.0
0.617,1000.0,8.0
0.618,1000.0,8.0
0.619,1000.0,8.0
0.62,1000.0,8.0
0.621,1000.0,8.0
0.622,1000.0,8.0
0.623,1000.0,8.0
0.624,1000.0,8.0
0.625,1000.0,8.0
0.626,1000.0,8.0
0.627,1000.0,8.0
0.628,1000.0,8.0
0.629,1000.0,8.0
0.63,1000.0,8.0
0.631,1000.0,8.0
0.632,1000.0,8.0
0.633,1000.0,8.0
0.634,1000.0,8.0
0.635,1000.0,8.0
0.636,1000.0,8.0
0.637,1000.0,8.0
0.638,1000.0,8.0
0.639,1000.0,8.0
0.64,1000.0,8.0
0.641,1000.0,8.0
0.642,1000.0,8.0
0.643,1000.0,8.0
0.644,1000.0,8.0
0.645,1000.0,8.0
0.646,1000.0,8.0
0.647,1000.0,8.0
0.648,1000.0,8.0
0.649,1000.0,8.0
0.65,1000.0,8.0
0.651,1000.0,8.0
0.652,1000.0,8.0
0.653,1000.0,8.0
0.654,1000.0,8.0
0.655,1000.0,8.0
0.656,1000.0,8.0
0.657,1000.0,8.0
0.658,1000.0,8.0
0.659,1000.0,8.0
0.66,1000.0,8.0
0.661,1000.0,8.0
0.662,1000.0,8.0
0.663,1000.0,8.0
0.664,1000.0,8.0
0.665,1000.0,8.0
0.666,1000.0,8.0
0.667,1000.0,8.0
0.668,1000.0,8.0
0.669,1000.0,8.0
0.67,1000.0,8.0
0.671,1000.0,8.0
0.672,1000.0,8.0
0.673,1000.0,8.0
0.674,1000.0,8.0
0.675,1000.0,8.0
0.676,1000.0,8.0
0.677,1000.0,8.0
0.678,1000.0,8.0
0.679,1000.0,8.0
0.68,1000.0,8.0
0.681,1000.0,8.0
0.682,1000.0,8.0
0.683,1000.0,8.0
0.684,1000.0,8.0
0.685,1000.0,8.0
0.686,1000.0,8.0
0.687,1000.0,8.0
0.6880000000000001,1000.0,8.0
0.6890000000000001,1000.0,8.0
0.6900000000000001,1000.0,8.0
0.6910000000000001,1000.0,8.0
0.6920000000000001,1000.0,8.0
0.6930000000000001,1000.0,8.0
0.6940000000000001,1000.0,8.0
0.6950000000000001,1000.0,8.0
0.6960000000000001,1000.0,8.0
0.6970000000000001,1000.0,8.0
0.6980000000000001,1000.0,8.0
0.6990000000000001,1000.0,8.0
0.7000000000000001,1000.0,8.0
0.7010000000000001,1000.0,8.0
0.7020000000000001,1000.0,8.0
0.7030000000000001,1000.0,8.0
0.704,1000.0,8.0
0.705,1000.0,8.0
0.706,1000.0,8.0
0.707,1000.0,8.0
0.708,1000.0,8.0
0.709,1000.0,8.0
0.71,1000.0,8.0
0.711,1000.0,8.0
0.712,1000.0,8.0
0.713,1000.0,8.0
0.714,1000.0,8.0
0.715,1000.0,8.0
0.716,1000.0,8.0
0.717,1000.0,8.0
0.718,1000.0,8.0
0.719,1000.0,8.0
0.72,1000.0,8.0
0.721,1000.0,8.0
0.722,1000.0,8.0
0.723,1000.0,8.0
0.724,1000.0,8.0
0.725,1000.0,8.0
0.726,1000.0,8.0
0.727,1000.0,8.0
0.728,1000.0,8.0
0.729,1000.0,8.0
0.73,1000.0,8.0
0.731,1000.0,8.0
0.732,1000.0,8.0
0.733,1000.0,8.0
0.734,1000.0,8.0
0.735,1000.0,8.0
0.736,1000.0,8.0
0.737,1000.0,8.0
0.738,1000.0,8.0
0.739,1000.0,8.0
0.74,1000.0,8.0
0.741,1000.0,8.0
0.742,1000.0,8.0
0.743,1000.0,8.0
0.744,1000.0,8.0
0.745,1000.0,8.0
0.746,1000.0,8.0
0.747,1000.0,8.0
0.748,1000.0,8.0
0.749,1000.0,8.0
0.75,1000.0,8.0
0.751,1000.0,8.0
0.752,1000.0,8.0
0.753,1000.0,8.0
0.754,1000.0,8.0
0.755,1000.0,8.0
0.756,1000.0,8.0
0.757,1000.0,8.0
0.758,1000.0,8.0
0.759,1000.0,8.0
0.76,1000.0,8.0
0.761,1000.0,8.0
0.762,1000.0,8.0
0.763,1000.0,8.0
0.764,1000.0,8.0
0.765,1000.0,8.0
0.766,1000.0,8.0
0.767,1000.0,8.0
0.768,1000.0,8.0
0.769,1000.0,8.0
0.77,1000.0,8.0
0.771,1000.0,8.0
0.772,1000.0,8.0
0.773,1000.0,8.0
0.774,1000.0,8.0
0.775,1000.0,8.0
0.776,1000.0,8.0
0.777,1000.0,8.0
0.778,1000.0,8.0
0.779,1000.0,8.0
0.78,1000.0,8.0
0.781,1000.0,8.0
0.782,1000.0,8.0
0.783,1000.0,8.0
0.784,1000.0,8.0
0.785,1000.0,8.0
0.786,1000.0,8.0
0.787,1000.0,8.0
0.788,1000.0,8.0
0.789,1000.0,8.0
0.79,1000.0,8.0
0.791,1000.0,8.0
0.792,1000.0,8.0
0.793,1000.0,8.0
0.794,1000.0,8.0
0.795,1000.0,8.0
0.796,1000.0,8.0
0.797,1000.0,8.0
0.798,1000.0,8.0
0.799,1000.0,8.0
0.8,1000.0,8.0
0.801,1000.0,8.0
0.802,1000.0,8.0
0.803,1000.0,8.0
0.804,1000.0,8.0
0.805,1000.0,8.0
0.806,1000.0,8.0
0.807,1000.0,8.0
0.808,1000.0,8.0
0.809,1000.0,8.0
0.81,1000.0,8.0
0.811,1000.0,8.0
0.812,1000.0,8.0
0.8130000000000001,1000.0,8.0
0.8140000000000001,1000.0,8.0
0.8150000000000001,1000.0,8.0
0.8160000000000001,1000.0,8.0
0.8170000000000001,1000.0,8.0
0.8180000000000001,1000.0,8.0
0.8190000000000001,1000.0,8.0
0.8200000000000001,1000.0,8.0
0.8210000000000001,1000.0,8.0
0.8220000000000001,1000.0,8.0
0.8230000000000001,1000.0,8.0
0.8240000000000001,1000.0,8.0
0.8250000000000001,1000.0,8.0
0.8260000000000001,1000.0,8.0
0.8270000000000001,1000.0,8.0
0.8280000000000001,1000.0,8.0
0.8290000000000001,1000.0,8.0
0.8300000000000001,1000.0,8.0
0.8310000000000001,1000.0,8.0
0.8320000000000001,1000.0,8.0
0.833,1000.0,8.0
0.834,1000.0,8.0
0.835,1000.0,8.0
0.836,1000.0,8.0
0.837,1000.0,8.0
0.838,1000.0,8.0
0.839,1000.0,8.0
0.84,1000.0,8.0
0.841,1000.0,8.0
0.842,1000.0,8.0
0.843,1000.0,8.0
0.844,1000.0,8.0
0.845,1000.0,8.0
0.846,1000.0,8.0
0.847,1000.0,8.0
0.848,1000.0,8.0
0.849,1000.0,8.0
0.85,1000.0,8.0
0.851,1000.0,8.0
0.852,1000.0,8.0
0.853,1000.0,8.0
0.854,1000.0,8.0
0.855,1000.0,8.0
0.856,1000.0,8.0
0.857,1000.0,8.0
0.858,1000.0,8.0
0.859,1000.0,8.0
0.86,1000.0,8.0
0.861,1000.0,8.0
0.862,1000.0,8.0
0.863,1000.0,8.0
0.864,1000.0,8.0
0.865,1000.0,8.0
0.866,1000.0,8.0
0.867,1000.0,8.0
0.868,1000.0,8.0
0.869,1000.0,8.0
0.87,1000.0,8.0
0.871,1000.0,8.0
0.872,1000.0,8.0
0.873,1000.0,8.0
0.874,1000.0,8.0
0.875,1000.0,8.0
0.876,1000.0,8.0
0.877,1000.0,8.0
0.878,1000.0,8.0
0.879,1000.0,8.0
0.88,1000.0,8.0
0.881,1000.0,8.0
0.882,1000.0,8.0
0.883,1000.0,8.0
0.884,1000.0,8.0
0.885,1000.0,8.0
0.886,1000.0,8.0
0.887,1000.0,8.0
0.888,1000.0,8.0
0.889,1000.0,8.0
0.89,1000.0,8.0
0.891,1000.0,8.0
0.892,1000.0,8.0
0.893,1000.0,8.0
0.894,1000.0,8.0
0.895,1000.0,8.0
0.896,1000.0,8.0
0.897,1000.0,8.0
0.898,1000.0,8.0
0.899,1000.0,8.0
0.9,1000.0,8.0
0.901,1000.0,8.0
0.902,1000.0,8.0
0.903,1000.0,8.0
0.904,1000.0,8.0
0.905,1000.0,8.0
0.906,1000.0,8.0
0.907,1000.0,8.0
0.908,1000.0,8.0
0.909,1000.0,8.0
0.91,1000.0,8.0
0.911,1000.0,8.0
0.912,1000.0,8.0
0.913,1000.0,8.0
0.914,1000.0,8.0
0.915,1000.0,8.0
0.916,1000.0,8.0
0.917,1000.0,8.0
0.918,1000.0,8.0
0.919,1000.0,8.0
0.92,1000.0,8.0
0.921,1000.0,8.0
0.922,1000.0,8.0
0.923,1000.0,8.0
0.924,1000.0,8.0
0.925,1000.0,8.0
0.926,1000.0,8.0
0.927,1000.0,8.0
0.928,1000.0,8.0
0.929,1000.0,8.0
0.93,1000.0,8.0
0.931,1000.0,8.0
0.932,1000.0,8.0
0.933,1000.0,8.0
0.934,1000.0,8.0
0.935,1000.0,8.0
0.936,1000.0,8.0
0.937,1000.0,8.0
0.9380000000000001,1000.0,8.0
0.9390000000000001,1000.0,8.0
0.9400000000000001,1000.0,8.0
0.9410000000000001,1000.0,8.0
0.9420000000000001,1000.0,8.0
0.9430000000000001,1000.0,8.0
0.9440000000000001,1000.0,8.0
0.9450000000000001,1000.0,8.0
0.9460000000000001,1000.0,8.0
0.9470000000000001,1000.0,8.0
0.9480000000000001,1000.0,8.0
0.9490000000000001,1000.0,8.0
0.9500000000000001,1000.0,8.0
0.9510000000000001,1000.0,8.0
0.9520000000000001,1000.0,8.0
0.9530000000000001,1000.0,8.0
0.9540000000000001,1000.0,8.0
0.9550000000000001,1000.0,8.0
0.9560000000000001,1000.0,8.0
0.9570000000000001,1000.0,8.0
0.9580000000000001,1000.0,8.0
0.9590000000000001,1000.0,8.0
0.96,1000.0,8.0
0.961,1000.0,8.0
0.962,1000.0,8.0
0.963,1000.0,8.0
0.964,1000.0,8.0
0.965,1000.0,8.0
0.966,1000.0,8.0
0.967,1000.0,8.0
0.968,1000.0,8.0
0.969,1000.0,8.0
0.97,1000.0,8.0
0.971,1000.0,8.0
0.972,1000.0,8.0
0.973,1000.0,8.0
0.974,1000.0,8.0
0.975,1000.0,8.0
0.976,1000.0,8.0
0.977,1000.0,8.0
0.978,1000.0,8.0
0.979,1000.0,8.0
0.98,1000.0,8.0
0.981,1000.0,8.0
0.982,1000.0,8.0
0.983,1000.0,8.0
0.984,1000.0,8.0
0.985,1000.0,8.0
0.986,1000.0,8.0
0.987,1000.0,8.0
0.988,1000.0,8.0
0.989,1000.0,8.0
0.99,1000.0,8.0
0.991,1000.0,8.0
0.992,1000.0,8.0
0.993,1000.0,8.0
0.994,1000.0,8.0
0.995,1000.0,8.0
0.996,1000.0,8.0
0.997,1000.0,8.0
0.998,1000.0,8.0
0.999,1000.0,8.0
1.0,1000.0,8.0
1.0010000000000001,1004.2500000000005,8.0
1.002,1008.5,8.0
1.0030000000000001,1012.7500000000005,8.0
1.004,1017.0,8.0
1.0050000000000001,1021.2500000000005,8.0
1.006,1025.5,8.0
1.0070000000000001,1029.7500000000005,8.0
1.008,1034.0,8.0
1.0090000000000001,1038.2500000000005,8.0
1.01,1042.5,8.0
1.0110000000000001,1046.7500000000005,8.0
1.012,1051.0,8.0
