time_s,T_ring_bulk_C,T_steel_bulk_C,T_surface_peak_C,mu_effective,Q_fric_W,wear_rate_m_per_s,wear_depth_m,tau_fric_Nm,phi_rel_dot_rad_per_s
67.5,103.3264012495205,105.43383248023765,129.5020666155584,0.2570041501798811,9.108916949549847,1.7483186797556387e-12,1.927584351896379e-09,45.45828873637086,0.20037967118330757
68.0,103.34664000187844,105.39617668679844,336.2119839392004,0.3858820503503216,103.09971887916902,4.151678348502623e-11,1.948342743638892e-09,72.93170751621078,1.4136474023490084
68.5,103.41568187422199,105.36640409222252,235.4062829869158,0.21872212894868023,136.2721720752021,4.3712016113775065e-11,1.9701987516957795e-09,41.338482371300564,3.296496732783052
69.0,103.37953516624984,105.32943849897333,279.79873147020817,0.2923449236364295,84.34119806143475,2.8384418847980422e-11,1.98439096111977e-09,55.25319056728517,1.5264493723439796
69.5,103.21297077934594,105.27774795058124,122.79108057199642,0.2585211521938635,6.813021699223217,1.1997873967277181e-12,1.9849908548181336e-09,48.8604977646402,0.13943823765450308
70.0,103.19908475621904,105.23702120235446,335.5661503187114,0.3948402626896589,80.86183378419808,3.1650299076207336e-11,2.000816004356237e-09,74.62480964834553,1.0835784260655843
70.5,103.27090954173867,105.20662447368315,236.52779455238522,0.2208204928297355,131.33383300444822,4.207760600824304e-11,2.021854807360359e-09,41.73507314482001,3.146845641044452
71.0,103.23618763650204,105.16890377848787,280.68989981182506,0.2940592238359028,78.22762125116172,2.6356258709948028e-11,2.035032936715333e-09,55.577193304985634,1.4075489710658742
71.5,103.07286255281987,105.11661979716386,106.63026543319101,0.2595059758295617,1.2379470374584425,2.355698105531873e-13,2.035150721620609e-09,43.76078609502571,0.028288957944454296
72.0,103.071985961765,105.07642195781752,334.8002515444505,0.4116804192088621,80.6395366283449,3.007750484019812e-11,2.050189474040708e-09,77.80759923047493,1.0363966685243873
72.5,103.17081637867362,105.04856327121435,236.2812176627432,0.22057775408725572,139.89090415088305,4.478614517621738e-11,2.0725825466288166e-09,41.68919552249133,3.3555673693778014
73.0,103.15957602320331,105.01403523415577,279.28271960847576,0.2918543335461796,86.73073268359884,2.9120171652793046e-11,2.0871426324552133e-09,55.160469040227945,1.5723349382752174
73.5,103.01368123892466,104.96512538982662,125.41853568189516,0.25816395768268496,7.796705662831546,1.526674545992353e-12,2.0879059697282097e-09,44.181819851035954,0.17646864002250312
74.0,103.05295232639213,104.93137158480303,338.25620310576693,0.389756204702728,101.32916086195978,4.1102155296369394e-11,2.1084570473763943e-09,73.66392268881559,1.3755602086249556
74.5,103.1531730600153,104.90718137781883,234.08638640575504,0.21696992764371748,141.17423448460985,4.520414550238971e-11,2.131059120127589e-09,41.0073163246626,3.44265967972415
75.0,103.13537281989242,104.87522737862155,279.5617494735105,0.2923568222212601,82.5858781919128,2.7741191132001268e-11,2.1449297156935897e-09,55.25543939981815,1.4946198797612782
75.5,102.99404532169648,104.82957694346226,127.59172861143661,0.25739415106783337,8.559792123881653,1.8432275303388436e-12,2.145851329458759e-09,40.357290416553006,0.21210026826703798
76.0,103.01954872668496,104.79701214392918,336.9617249038589,0.3876664731655484,91.02099984975662,3.6715790005899933e-11,2.164209224461709e-09,73.26896342828864,1.2422858955667173
76.5,103.12389641967894,104.77516452089279,234.87613651340322,0.21832713999425554,139.0672699292511,4.45133480574916e-11,2.1864658984904547e-09,41.263829458914294,3.3701978646387647
77.0,103.11137593893643,104.7456608540368,279.97825275939533,0.2930867767292437,80.79045155908146,2.7158654343211742e-11,2.2000452256620607e-09,55.39340080182706,1.4584851334207434
77.5,102.97919845054554,104.70292221957683,128.22739875128636,0.2588406320571743,8.786166710529704,1.5628509052965644e-12,2.200826651114709e-09,48.920879458805935,0.17959952494165887
78.0,103.0157463869327,104.67367995387633,338.6225530213816,0.39042493865065614,92.51548446469033,3.757917189377774e-11,2.2196162370615977e-09,73.790313404974,1.253761912582609
78.5,103.11350593211758,104.65348155856816,235.5717960084787,0.2194971381156722,130.661802800426,4.181588109964437e-11,2.2405241776114197e-09,41.484959103862046,3.149618696098992
79.0,103.1037402865908,104.62617166485441,280.724398390278,0.294335870571074,76.42450539778606,2.5731491730345233e-11,2.2533899234765924e-09,55.629479537932994,1.3738130579789662
79.5,102.98863692832585,104.58714705807668,138.4270123807585,0.25844280154184396,12.332264120475985,2.2446814909361347e-12,2.2545122642220606e-09,48.84568949140851,0.2524739490604409
80.0,103.04839287952043,104.56285504840454,331.4633567002238,0.37850730847073416,100.65202483086102,3.970409535661197e-11,2.2743643119003668e-09,71.53788130096875,1.4069751997183906
80.5,103.16655026579832,104.54809757689698,236.98328810458173,0.22174822708835512,138.76960248654717,4.4424477879671665e-11,2.2965765508402026e-09,41.910414919699114,3.311100659643468
81.0,103.17735238524871,104.52689831594358,278.13663879120736,0.28992570137157214,85.91635828764547,2.8780346294634024e-11,2.3109667239875195e-09,54.79595755922713,1.5679324190070285
81.5,103.06968195300637,104.49316615592636,147.48880806657496,0.25778875877425583,15.45749172302019,2.8761282633171224e-12,2.312404788119178e-09,48.72207540833435,0.3172584828021519
82.0,103.1318403595681,104.47365779388382,324.4875000843944,0.3668093087061291,100.79663996489882,3.871324300738922e-11,2.3317614096228723e-09,69.32695934545839,1.4539313553710906
