
time_s,omega_rad_s,rpm
0.092,18.316530602151115,174.90998313757922
0.093,18.5146989490909,176.8023514563682
0.094,18.71284747919599,178.6945305383253
0.095,18.91097619444807,180.58652040237422
0.096,19.109085096828625,182.47832106743672
0.097,19.307174188318942,184.36993255243272
0.098,19.505243470900112,186.26135487628025
0.099,19.70329294655302,188.15258805789534
0.1,19.901322617258366,190.0436321161923
0.101,20.09933248499664,191.93448707008343
0.10200000000000001,20.29732255174814,193.82515293847916
0.10300000000000001,20.495292819492967,195.71562974028805
0.10400000000000001,20.69324329021102,197.6059174944168
0.105,20.891173965881997,199.4960162197701
0.106,21.08908484848541,201.38592593525087
0.107,21.286975940000563,203.2756466597601
0.108,21.484847242406563,205.16517841219687
0.109,21.68269875768232,207.05452121145836
0.11,21.880530487806553,208.94367507643997
0.111,22.078342434757772,210.83264002603508
0.112,22.276134600514297,212.72141607913522
0.113,22.473906987054246,214.61000325463004
0.114,22.67165959635554,216.49840157140733
0.115,22.869392430395905,218.38661104835293
0.116,23.067105491152866,220.27463170435087
0.117,23.26479878060375,222.16246355828315
0.11800000000000001,23.46247230072569,224.0501066290301
0.11900000000000001,23.660126053495617,225.93756093546992
0.12,23.857760040890266,227.82482649647912
0.121,24.055374264886176,229.7119033309322
0.122,24.252968727459688,231.59879145770185
0.123,24.450543430586944,233.48549089565884
0.124,24.648098376243883,235.372001663672
0.125,24.84563356640626,237.25832378060838
0.126,25.04314900304962,239.14445726533307
0.127,25.240644688149317,241.0304021367093
0.128,25.4381206236805,242.91615841359837
0.129,25.635576811618133,244.80172611485975
0.13,25.833013253936972,246.687105259351
0.131,26.030429952611577,248.5722958659278
0.132,26.227826909616315,250.45729795344394
0.133,26.425204126925355,252.34211154075138
0.134,26.62256160651266,254.22673664670003
0.135,26.81989935035201,256.11117329013814
0.136,27.017217360416975,257.99542148991185
0.137,27.214515638680933,259.87948126486555
0.138,27.411794187117064,261.76335263384186
0.139,27.609053007698353,263.6470356156812
0.14,27.806292102397585,265.5305302292224
0.14100000000000001,28.003511473187345,267.4138364933022
0.14200000000000002,28.200711122040026,269.29695442675563
0.14300000000000002,28.39789105092782,271.1798840484157
0.14400000000000002,28.59505126182273,273.0626253771136
0.145,28.792191756696546,274.94517843167864
0.146,28.989312537520878,276.8275432309382
0.147,29.186413606267127,278.70971979371785
0.148,29.3834949649065,280.5917081388412
0.149,29.58055661541001,282.47350828513015
0.15,29.77759855974847,284.35512025140434
0.151,29.974620799892495,286.236544056482
0.152,30.171623337812505,288.11777971917905
0.153,30.368606175478725,289.99882725830986
0.154,30.565569314861175,291.87968669268673
0.155,30.762512757929688,293.76035804112024
0.156,30.959436506653894,295.64084132241885
0.157,31.15634056300323,297.5211365553894
0.158,31.35322492894693,299.4012437588366
0.159,31.550089606454033,301.28116295156343
0.16,31.74693459749339,303.160894152371
0.161,31.94375990403364,305.04043738005856
0.162,32.14056552804324,306.9197926534233
0.163,32.337351471490436,308.7989599912607
0.164,32.53411773634329,310.67793941236437
0.165,32.73086432456966,312.5567309355259
0.166,32.927591238137204,314.4353345795351
0.167,33.12429847901339,316.31375036317985
0.168,33.32098604916549,318.1919783052463
0.169,33.51765395056057,320.07001842451854
0.17,33.714302185165515,321.9478707397788
0.171,33.910930754946996,323.8255352698076
0.17200000000000001,34.1075396618715,325.7030120333833
0.17300000000000001,34.30412890790531,327.58030104928264
0.17400000000000002,34.50069849501452,329.4574023362805
0.17500000000000002,34.697248425165014,331.33431591314957
0.176,34.8937787003225,333.21104179866103
0.177,35.09028932245247,335.08758001158395
0.178,35.28678029352022,336.96393057068553
0.179,35.48325161549087,338.8400934947312
0.18,35.67970329032932,340.7160688024844
0.181,35.87613532000029,342.59185651270695
0.182,36.072547706468285,344.46745664415835
0.183,36.26894045169764,346.3428692155967
0.184,36.46531355765247,348.21809424577793
0.185,36.661667026296705,350.093131753456
0.186,36.85800085959408,351.9679817573835
0.187,37.05431505950812,353.8426442763105
0.188,37.25060962800217,355.71711932898563
0.189,37.44688456703937,357.59140693415554
0.19,37.643139878582666,359.4655071105648
0.191,37.83937556459481,361.3394198769566
0.192,38.03559162703835,363.21314525207157
0.193,38.23178806787565,365.08668325464913
0.194,38.42796488906886,366.9600339034264
0.195,38.62412209257995,368.83319721713883
0.196,38.8202596803707,370.7061732145199
0.197,39.01637765440266,372.5789619143012
0.198,39.21247601663722,374.4515633352125
0.199,39.408554769035554,376.3239774959817
0.2,39.60461391355865,378.1962044153348
0.201,39.800653452167296,380.068244111996
0.202,39.99667338682208,381.9400966046876
0.203,40.1926737194834,383.8117619121299
0.20400000000000001,40.38865445211145,385.6832400530414
0.20500000000000002,40.58461558666624,387.55453104613883
0.20600000000000002,40.78055712510757,389.425634910137
0.20700000000000002,40.97647906939506,391.2965516637487
0.20800000000000002,41.17238142148812,393.16728132568505
0.209,41.36826418334597,395.0378239146552
0.21,41.564127356927635,396.90817944936646
0.211,41.75997094419194,398.77834794852424
0.212,41.95579494709752,400.6483294308322
0.213,42.15159936760281,402.51812391499186
0.214,42.34738420766605,404.3877314197031
0.215,42.543149469245286,406.2571519636639
0.216,42.73889515429836,408.1263855655703
0.217,42.93462126478293,409.99543224411644
0.218,43.13032780265645,411.8642920179948
0.219,43.32601476987619,413.7329649058957
0.22,43.5216821683992,415.6014509265078
0.221,43.717330000182365,417.469750098518
0.222,43.91295826718235,419.3378624406109
0.223,44.10856697135563,421.20578797146953
0.224,44.30415611465849,423.0735267097752
0.225,44.499725699047026,424.9410786742069
0.226,44.69527572647712,426.80844388344224
0.227,44.89080619890447,428.6756223561566
0.228,45.08631711828458,430.5426141110238
0.229,45.28180848657276,432.4094191667154
0.23,45.4772803057241,434.27603754190153
0.231,45.67273257769353,436.1424692552501
0.232,45.86816530443576,438.0087143254274
0.233,46.06357848790532,439.8747727710976
0.234,46.25897213005653,441.74064461092314
0.23500000000000001,46.45434623284352,443.60632986356484
0.23600000000000002,46.64970079822024,445.4718285476812
0.23700000000000002,46.84503582814042,447.33714068192916
0.23800000000000002,47.040351324557605,449.20226628496374
0.23900000000000002,47.23564728942515,451.06720537543805
0.24,47.43092372469621,452.9319579720032
0.241,47.62618063232374,454.79652409330873
0.242,47.82141801426051,456.6609037580022
0.243,48.016635872459084,458.52509698472915
0.244,48.211834208871835,460.3891037921334
0.245,48.40701302545095,462.25292419885693
0.246,48.602172324148405,464.11655822353976
0.247,48.79731210691599,465.9800058848202
0.248,48.9924323757053,467.84326720133447
0.249,49.18753313246773,469.70634219171706
0.25,49.38261437915448,471.5692308746007
0.251,49.577676117716564,473.4319332686159
0.252,49.77271835010479,475.29444939239175
0.253,49.96774107826978,477.15677926455527
0.254,50.162744304161954,479.0189229037316
0.255,50.35772802973154,480.880880328544
0.256,50.552692256928566,482.74265155761384
0.257,50.747636987702876,484.60423660956087
0.258,50.94256222400411,486.46563550300266
0.259,51.1374679677817,488.3268482565551
0.26,51.332354220984925,490.18787488883214
0.261,51.52722098556283,492.048715418446
0.262,51.72206826346427,493.9093698640069
0.263,51.916896056637924,495.76983824412326
0.264,52.11170436703226,497.63012057740156
0.265,52.306493196595554,499.4902168824466
0.266,52.50126254727589,501.35012717786105
0.267,52.696012421021166,503.20985148224605
0.268,52.890742819779064,505.0693898142006
0.269,53.085453745497084,506.92874219232186
0.27,53.28014520012253,508.7879086352053
0.271,53.47481718560252,510.6468891614445
0.272,53.669469703883955,512.5056837896311
0.273,53.86410275691357,514.3642925383549
0.274,54.05871634663787,516.2227154262038
0.275,54.25331047500321,518.0809524717639
0.276,54.44788514395571,519.9390036936195
0.277,54.642440355441316,521.7968691103529
0.278,54.836976111405775,523.6545487405447
0.279,55.03149241379464,525.5120426027734
0.28,55.225989264553256,527.3693507156157
0.281,55.4204666656268,529.2264730976469
0.28200000000000003,55.61492461896024,531.08340976744
0.28300000000000003,55.80936312649834,532.940160743566
0.28400000000000003,56.00378219018569,534.7967260445943
0.28500000000000003,56.19818181196667,536.6531056890925
0.28600000000000003,56.39256199378547,538.5092996956264
0.28700000000000003,56.58692273758609,540.3653080827596
0.28800000000000003,56.781264045312334,542.221130869054
0.289,56.975585918907804,544.07676807307
0.29,57.169888360315916,545.9322197133654
0.291,57.364171371479884,547.7874858084967
0.292,57.55843495434274,549.6425663770187
0.293,57.7526791108473,551.4974614374837
0.294,57.946903842936216,553.3521710084427
0.295,58.14110915255192,555.2066951084446
0.296,58.33529504163666,557.0610337560364
0.297,58.5294615121325,558.9151869697637
0.298,58.72360856598129,560.7691547681694
0.299,58.91773620512469,562.6229371697954
0.3,59.11184443150418,564.4765341931811
0.301,59.305933247061034,566.3299458568646
0.302,59.50000265373633,568.1831721793816
0.303,59.694052653470955,570.0362131792664
0.304,59.88808324820561,571.8890688750513
0.305,60.08209443988079,573.7417392852665
0.306,60.2760862304368,575.5942244284407
0.307,60.47005862181376,577.4465243231007
0.308,60.66401161595158,579.298638987771
0.309,60.857945214789986,581.1505684409751
0.31,61.05185942026851,583.0023127012337
0.311,61.245754234326476,584.8538717870663
0.312,61.439629658903044,586.7052457169904
0.313,61.63348569593715,588.5564345095214
0.314,61.82732234736756,590.4074381831732
0.315,62.021139615132824,592.2582567564576
0.316,62.21493750117131,594.1088902478847
0.317,62.4087160074212,595.9593386759627
0.318,62.602475135820455,597.8096020591979
0.319,62.79621488830687,599.6596804160947
0.32,62.98993526681804,601.5095737651558
0.321,63.183636273291356,603.359282124882
0.322,63.37731790966403,605.2088055137723
0.323,63.57098017787306,607.0581439503236
0.324,63.764623079855276,608.9072974530313
0.325,63.95824661754729,610.7562660403888
0.326,64.15185079288554,612.6050497308876
0.327,64.34543560780625,614.4536485430172
0.328,64.53900106424547,616.3020624952657
0.329,64.73254716413905,618.1502916061189
0.33,64.92607390942264,619.9983358940611
0.331,65.1195813020317,621.8461953775744
0.332,65.3130693439015,623.6938700751394
0.333,65.50653803696711,625.5413600052348
0.334,65.69998738316342,627.388665186337
0.335,65.8934173844251,629.2357856369212
0.336,66.08682804268666,631.0827213754601
0.337,66.2802193598824,632.9294724204253
0.338,66.4735913379464,634.7760387902861
0.339,66.66694397881261,636.6224205035098
0.34,66.86027728441474,638.4686175785622
0.341,67.05359125668629,640.3146300339071
0.342,67.24688589756062,642.1604578880064
0.343,67.44016120897086,644.0061011593203
0.34400000000000003,67.63341719284996,645.8515598663071
0.34500000000000003,67.82665385113067,647.6968340274232
0.34600000000000003,68.01987118574556,649.5419236611232
0.34700000000000003,68.21306919862698,651.3868287858598
0.34800000000000003,68.40624789170712,653.231549420084
0.34900000000000003,68.59940726691795,655.0760855822447
0.35000000000000003,68.79254732619125,656.9204372907892
0.35100000000000003,68.98566807145863,658.7646045641628
0.352,69.17876950465148,660.6085874208092
0.353,69.37185162770102,662.4523858791698
0.354,69.56491444253825,664.2959999576846
0.355,69.757957951094,666.1394296747917
0.356,69.95098215529889,667.9826750489269
0.357,70.14398705708336,669.8257360985248
0.358,70.33697265837766,671.6686128420178
0.359,70.52993896111182,673.5113052978363
0.36,70.72288596721572,675.3538134844093
0.361,70.91581367861899,677.1961374201635
0.362,71.10872209725113,679.0382771235243
0.363,71.30161122504141,680.8802326129147
0.364,71.49448106391891,682.7220039067562
0.365,71.68733161581252,684.5635910234683
0.366,71.88016288265095,686.4049939814688
0.367,72.07297486636269,688.2462127991733
0.368,72.26576756887604,690.0872474949962
0.369,72.45854099211915,691.9280980873493
0.37,72.65129513801995,693.7687645946434
0.371,72.84403000850614,695.6092470352866
0.372,73.03674560550529,697.4495454276858
0.373,73.22944193094474,699.289659790246
0.374,73.42211898675166,701.1295901413697
0.375,73.61477677485298,702.9693364994583
0.376,73.8074152971755,704.8088988829111
0.377,74.00003455564578,706.6482773101256
0.378,74.19263455219021,708.4874717994974
0.379,74.385215288735,710.3264823694201
0.38,74.57777676720612,712.1653090382858
0.381,74.7703189895294,714.0039518244848
0.382,74.96284195763045,715.8424107464051
0.383,75.15534567343468,717.6806858224332
0.384,75.34783013886734,719.5187770709537
0.385,75.54029535585344,721.3566845103493
0.386,75.73274132631786,723.194408159001
0.387,75.92516805218523,725.0319480352879
0.388,76.11757553538001,726.8693041575871
0.389,76.30996377782647,728.706476544274
0.39,76.50233278144869,730.5434652137222
0.391,76.69468254817055,732.3802701843038
0.392,76.88701307991573,734.216891474388
0.393,77.07932437860774,736.0533291023434
0.394,77.27161644616987,737.8895830865358
0.395,77.46388928452525,739.7256534453298
0.396,77.6561428955968,741.5615401970881
0.397,77.84837728130724,743.3972433601712
0.398,78.0405924435791,745.2327629529378
0.399,78.23278838433474,747.0680989937451
0.4,78.42496510549631,748.9032515009486
0.401,78.61712260898577,750.7382204929013
0.402,78.80926089672487,752.5730059879547
0.403,79.0013799706352,754.4076080044587
0.404,79.19347983263813,756.242026560761
0.405,79.38556048465487,758.0762616752078
0.406,79.5776219286064,759.9103133661429
0.40700000000000003,79.76966416641355,761.7441816519091
0.40800000000000003,79.9616871999969,763.5778665508466
0.40900000000000003,80.1536910312769,765.4113680812943
0.41000000000000003,80.34567566217378,767.2446862615889
0.41100000000000003,80.53764109460755,769.0778211100653
0.41200000000000003,80.72958733049809,770.9107726450571
0.41300000000000003,80.92151437176504,772.7435408848954
0.41400000000000003,81.11342222032786,774.5761258479096
0.41500000000000004,81.30531087810583,776.4085275524276
0.41600000000000004,81.49718034701802,778.240746016775
0.417,81.68903062898332,780.0727812592761
0.418,81.88086172592043,781.9046332982531
0.419,82.07267363974783,783.7363021520259
0.42,82.26446637238386,785.5677878389135
0.421,82.45623992574663,787.3990903772325
0.422,82.64799430175405,789.2302097852973
0.423,82.83972950232388,791.0611460814216
0.424,83.03144552937364,792.8918992839161
0.425,83.2231423848207,794.7224694110905
0.426,83.41482007058222,796.5528564812522
0.427,83.60647858857517,798.383060512707
0.428,83.79811794071631,800.2130815237583
0.429,83.98973812892224,802.0429195327087
0.43,84.18133915510934,803.8725745578581
0.431,84.37292102119383,805.7020466175051
0.432,84.56448372909172,807.5313357299461
0.433,84.75602728071881,809.3604419134758
0.434,84.94755167799075,811.1893651863874
0.435,85.13905692282295,813.0181055669715
0.436,85.33054301713067,814.8466630735176
0.437,85.52200996282895,816.6750377243129
0.438,85.71345776183266,818.5032295376432
0.439,85.90488641605647,820.331238531792
0.44,86.09629592741487,822.1590647250417
0.441,86.28768629782213,823.986708135672
0.442,86.47905752919235,825.8141687819611
0.443,86.67040962343943,827.6414466821857
0.444,86.86174258247708,829.4685418546201
0.445,87.05305640821884,831.2954543175374
0.446,87.24435110257801,833.1221840892083
0.447,87.43562666746774,834.9487311879022
0.448,87.626883104801,836.7750956318861
0.449,87.81812041649052,838.6012774394256
0.45,88.00933860444887,840.4272766287845
0.451,88.20053767058843,842.2530932182244
0.452,88.39171761682137,844.0787272260053
0.453,88.58287844505969,845.9041786703856
0.454,88.77402015721519,847.7294475696212
0.455,88.96514275519947,849.5545339419671
0.456,89.15624624092395,851.3794378056755
0.457,89.34733061629986,853.2041591789978
0.458,89.53839588323822,855.0286980801825
0.459,89.7294420436499,856.8530545274772
0.46,89.92046909944553,858.6772285391272
0.461,90.11147705253558,860.501220133376
0.462,90.30246590483033,862.3250293284653
0.463,90.49343565823985,864.1486561426353
0.464,90.68438631467403,865.972100594124
0.465,90.87531787604256,867.7953627011672
0.466,91.06623034425495,869.6184424819996
0.467,91.25712372122052,871.4413399548542
0.468,91.4479980088484,873.2640551379616
0.46900000000000003,91.63885320904751,875.0865880495504
0.47000000000000003,91.82968932372661,876.9089387078483
0.47100000000000003,92.02050635479424,878.7311071310803
0.47200000000000003,92.21130430415876,880.5530933374698
0.47300000000000003,92.40208317372834,882.3748973452388
0.47400000000000003,92.59284296541097,884.196519172607
0.47500000000000003,92.78358368111442,886.0179588377925
0.47600000000000003,92.9743053227463,887.8392163590115
0.47700000000000004,93.16500789221404,889.6602917544783
0.47800000000000004,93.35569139142481,891.4811850424055
0.47900000000000004,93.54635582228568,893.3018962410041
0.48,93.73700118670345,895.1224253684828
0.481,93.92762748658478,896.9427724430489
0.482,94.11823472383612,898.7629374829072
0.483,94.30882290036374,900.5829205062615
0.484,94.4993920180737,902.4027215313138
0.485,94.6899420788719,904.2223405762634
0.486,94.880473084664,906.0417776593083
0.487,95.07098503735554,907.8610327986453
0.488,95.26147793885181,909.6801060124682
0.489,95.45195179105792,911.4989973189696
0.49,95.64240659587881,913.3177067363405
0.491,95.83284235521923,915.1362342827696
0.492,96.02325907098371,916.9545799764442
0.493,96.21365674507662,918.7727438355494
0.494,96.40403537940212,920.5907258782686
0.495,96.59439497586418,922.4085261227835
0.496,96.7847355363666,924.226144587274
0.497,96.97505706281297,926.043581289918
0.498,97.16535955710668,927.8608362488918
0.499,97.35564302115097,929.6779094823695
0.5,97.54590745684885,931.4948010085241
0.501,97.73615286610317,933.3115108455261
0.502,97.92637925081655,935.1280390115442
0.503,98.11658661289147,936.9443855247457
0.504,98.30677495423018,938.760550403296
0.505,98.49694427673475,940.5765336653584
0.506,98.68709458230708,942.3923353290946
0.507,98.87722587284885,944.2079554126644
0.508,99.06733815026156,946.0233939342259
0.509,99.25743141644654,947.8386509119352
0.51,99.44750567330489,949.6537263639467
0.511,99.63756092273756,951.4686203084132
0.512,99.82759716664529,953.283332763485
0.513,100.01761440692863,955.0978637473114
0.514,100.20761264548794,956.9122132780395
0.515,100.39759188422339,958.7263813738144
0.516,100.58755212503496,960.5403680527797
0.517,100.77749336982245,962.3541733330771
0.518,100.96741562048547,964.1677972328465
0.519,101.15731887892342,965.981239770226
0.52,101.34720314703553,967.7945009633518
0.521,101.53706842672082,969.6075808303581
0.522,101.72691471987815,971.4204793893779
0.523,101.91674202840616,973.2331966585417
0.524,102.10655035420332,975.0457326559786
0.525,102.2963396991679,976.8580873998158
0.526,102.48611006519799,978.6702609081784
0.527,102.67586145419148,980.4822531991906
0.528,102.86559386804606,982.2940642909733
0.529,103.05530730865925,984.105694201647
0.53,103.24500177792838,985.9171429493296
0.531,103.43467727775058,987.7284105521372
0.532,103.6243338100228,989.5394970281848
0.533,103.8139713766418,991.3504023955846
0.534,104.00358997950414,993.161126672448
0.535,104.19318962050619,994.9716698768833
0.536,104.38277030154414,996.7820320269985
0.537,104.57233202451398,998.5922131408985
0.538,104.76187479131153,1000.4022132366871
0.539,104.9513986038324,1002.2120323324663
0.54,105.14090346397202,1004.0216704463357
0.541,105.33038937362562,1005.8311275963938
0.542,105.51985633468826,1007.6404038007369
0.543,105.70930434905479,1009.4494990774597
0.544,105.89873341861988,1011.2584134446546
0.545,106.08814354527802,1013.0671469204128
0.546,106.27753473092349,1014.8756995228235
0.547,106.46690697745039,1016.6840712699739
0.548,106.65626028675264,1018.4922621799495
0.549,106.84559466072396,1020.3002722708344
0.55,107.03491010125789,1022.10810156071
0.551,107.22420661024776,1023.9157500676566
0.552,107.41348418958674,1025.7232178097527
0.553,107.60274284116778,1027.5305048050743
0.554,107.79198256688366,1029.3376110716965
0.555,107.98120336862698,1031.1445366276923
0.556,108.17040524829011,1032.9512814911322
0.557,108.35958820776528,1034.757845680086
0.558,108.54875224894451,1036.5642292126206
0.559,108.73789737371962,1038.3704321068021
0.56,108.92702358398225,1040.1764543806942
0.561,109.11613088162385,1041.9822960523588
0.562,109.30521926853568,1043.7879571398564
0.5630000000000001,109.49428874660883,1045.5934376612452
0.5640000000000001,109.68333931773417,1047.3987376345817
0.5650000000000001,109.8723709838024,1049.2038570779212
0.5660000000000001,110.06138374670402,1051.008796009316
0.5670000000000001,110.25037760832936,1052.8135544468178
0.5680000000000001,110.43935257056853,1054.618132408476
0.5690000000000001,110.62830863531147,1056.422529912338
0.5700000000000001,110.81724580444794,1058.2267469764492
0.5710000000000001,111.00616407986749,1060.0307836188545
0.5720000000000001,111.1950634634595,1061.8346398575952
0.5730000000000001,111.38394395711316,1063.6383157107123
0.5740000000000001,111.57280556271745,1065.441811196244
0.5750000000000001,111.76164828216118,1067.245126332227
0.5760000000000001,111.95047211733296,1069.0482611366967
0.577,112.13927707012122,1070.8512156276856
0.578,112.32806314241421,1072.6539898232256
0.579,112.51683033609997,1074.456583741346
0.58,112.70557865306637,1076.2589974000748
0.581,112.89430809520105,1078.0612308174375
0.582,113.08301866439153,1079.8632840114583
0.583,113.2717103625251,1081.66515700016
0.584,113.46038319148884,1083.4668498015628
0.585,113.6490371531697,1085.2683624336853
0.586,113.83767224945439,1087.0696949145447
0.587,114.02628848222945,1088.8708472621563
0.588,114.21488585338122,1090.6718194945327
0.589,114.40346436479588,1092.4726116296858
0.59,114.5920240183594,1094.2732236856257
0.591,114.78056481595756,1096.0736556803597
0.592,114.96908675947597,1097.8739076318946
0.593,115.15758985080002,1099.6739795582341
0.594,115.34607409181494,1101.473871477381
0.595,115.53453948440576,1103.273583407336
0.596,115.72298603045732,1105.0731153660981
0.597,115.91141373185428,1106.8724673716642
0.598,116.0998225904811,1108.6716394420298
0.599,116.28821260822205,1110.4706315951885
0.6,116.47658378696123,1112.2694438491317
0.601,116.66493612858254,1114.0680762218497
0.602,116.85326963496968,1115.8665287313302
0.603,117.04158430800618,1117.6648013955596
0.604,117.22988014957538,1119.4628942325228
0.605,117.41815716156042,1121.2608072602022
0.606,117.60641534584425,1123.058540496579
0.607,117.79465470430966,1124.8560939596318
0.608,117.98287523883923,1126.6534676673389
0.609,118.17107695131534,1128.4506616376748
0.61,118.35925984362021,1130.2476758886137
0.611,118.54742391763584,1132.0445104381274
0.612,118.73556917524408,1133.8411653041865
0.613,118.92369561832656,1135.6376405047588
0.614,119.11180324876473,1137.433936057811
0.615,119.29989206843986,1139.2300519813082
0.616,119.48796207923301,1141.0259882932128
0.617,119.67601328302509,1142.8217450114862
0.618,119.86404568169678,1144.6173221540878
0.619,120.0520592771286,1146.412719738975
0.62,120.24005407120089,1148.207937784104
0.621,120.42803006579376,1150.002976307428
0.622,120.61598726278719,1151.7978353269
0.623,120.80392566406091,1153.5925148604701
0.624,120.99184527149451,1155.387014926087
0.625,121.17974608696736,1157.181335541697
0.626,121.36762811235866,1158.9754767252455
0.627,121.55549134954742,1160.7694384946758
0.628,121.74333580041247,1162.563220867929
0.629,121.93116146683242,1164.356823862945
0.63,122.11896835068573,1166.1502474976614
0.631,122.30675645385067,1167.9434917900144
0.632,122.49452577820529,1169.7365567579382
0.633,122.68227632562747,1171.529442419365
0.634,122.87000809799491,1173.322148792226
0.635,123.05772109718511,1175.1146758944494
0.636,123.24541532507538,1176.9070237439628
0.637,123.43309078354288,1178.699192358691
0.638,123.62074747446452,1180.491181756558
0.639,123.80838539971708,1182.2829919554852
0.64,123.99600456117712,1184.0746229733923
0.641,124.183604960721,1185.8660748281977
0.642,124.37118660022493,1187.6573475378177
0.643,124.5587494815649,1189.4484411201665
0.644,124.74629360661675,1191.2393555931574
0.645,124.93381897725608,1193.0300909747007
0.646,125.12132559535836,1194.8206472827062
0.647,125.30881346279882,1196.6110245350806
0.648,125.49628258145255,1198.4012227497299
0.649,125.68373295319441,1200.1912419445575
0.65,125.87116457989909,1201.9810821374658
0.651,126.0585774634411,1203.770743346355
0.652,126.24597160569475,1205.560225589123
0.653,126.43334700853418,1207.3495288836668
0.654,126.62070367383333,1209.1386532478812
0.655,126.80804160346595,1210.9275986996593
0.656,126.9953607993056,1212.716365256892
0.657,127.18266126322567,1214.504952937469
0.658,127.36994299709934,1216.293361759278
0.659,127.55720600279963,1218.0815917402049
0.66,127.74445028219935,1219.8696428981336
0.661,127.93167583717113,1221.6575152509465
0.662,128.1188826695874,1223.445208816524
0.663,128.30607078132044,1225.232723612745
0.664,128.49324017424232,1227.0200596574866
0.665,128.68039085022488,1228.8072169686234
0.666,128.86752281113985,1230.5941955640292
0.667,129.05463605885873,1232.3809954615756
0.668,129.24173059525285,1234.1676166791322
0.669,129.42880642219333,1235.9540592345672
0.67,129.6158635415511,1237.7403231457463
0.671,129.80290195519694,1239.5264084305345
0.672,129.98992166500142,1241.312315106794
0.673,130.1769226728349,1243.098043192386
