time,h,v
1.436,0.17098643609999936,-1.2141837000000046
1.44,0.16607084129999933,-1.253423700000005
1.444,0.1609982864999993,-1.2926637000000054
1.448,0.1557687716999993,-1.3319037000000058
1.452,0.15038229689999932,-1.3711437000000062
1.456,0.1448388620999993,-1.4103837000000066
1.46,0.13913846729999924,-1.449623700000007
1.464,0.1332811124999992,-1.4888637000000073
1.468,0.12726679769999916,-1.5281037000000077
1.472,0.12109552289999914,-1.567343700000008
1.476,0.1147672880999991,-1.6065837000000085
1.48,0.10828209329999906,-1.6458237000000089
1.484,0.10163993849999904,-1.6850637000000093
1.488,0.094840823699999,-1.7243037000000097
1.492,0.08788474889999895,-1.76354370000001
1.496,0.08077171409999892,-1.8027837000000104
1.5,0.07350171929999888,-1.8420237000000108
1.504,0.06607476449999883,-1.8812637000000112
1.508,0.058490849699998786,-1.9205037000000116
1.512,0.05074997489999874,-1.959743700000012
1.516,0.04285214009999869,-1.9989837000000124
1.52,0.034797345299998644,-2.038223700000012
1.524,0.026585590499998594,-2.0774637000000116
1.528,0.018216875699998546,-2.116703700000011
1.532,0.009691200899998503,-2.1559437000000106
1.536,0.0010085660999984616,-2.19518370000001
1.54,0.004601056770000021,1.5140655900000066
1.544,0.010598459130000048,1.4748255900000062
1.548,0.016438901490000074,1.4355855900000059
1.552,0.022122383850000097,1.3963455900000055
1.556,0.027648906210000115,1.357105590000005
1.56,0.03301846857000014,1.3178655900000047
1.564,0.03823107093000015,1.2786255900000043
1.568,0.04328671329000017,1.239385590000004
1.572,0.048185395650000185,1.2001455900000035
1.576,0.0529271180100002,1.1609055900000032
1.58,0.05751188037000021,1.1216655900000028
1.584,0.06193968273000022,1.0824255900000024
1.588,0.06621052509000025,1.043185590000002
1.592,0.07032440745000024,1.0039455900000016
1.596,0.07428132981000024,0.9647055900000017
1.6,0.07808129217000026,0.9254655900000017
1.604,0.08172429453000027,0.8862255900000018
1.608,0.08521033689000027,0.8469855900000018
1.612,0.08853941925000028,0.8077455900000019
1.616,0.09171154161000031,0.768505590000002
1.62,0.0947267039700003,0.729265590000002
1.624,0.0975849063300003,0.6900255900000021
1.6280000000000001,0.10028614869000033,0.6507855900000021
1.6320000000000001,0.10283043105000034,0.6115455900000022
1.6360000000000001,0.10521775341000034,0.5723055900000023
1.6400000000000001,0.10744811577000035,0.5330655900000023
1.6440000000000001,0.10952151813000037,0.49382559000000237
1.6480000000000001,0.11143796049000036,0.4545855900000024
1.6520000000000001,0.11319744285000037,0.4153455900000025
1.6560000000000001,0.1147999652100004,0.37610559000000254
1.6600000000000001,0.1162455275700004,0.3368655900000026
1.6640000000000001,0.1175341299300004,0.29762559000000266
1.668,0.11866577229000042,0.2583855900000027
1.672,0.11964045465000044,0.21914559000000267
1.676,0.12045817701000043,0.1799055900000026
1.68,0.12111893937000044,0.14066559000000256
1.684,0.12162274173000047,0.10142559000000255
1.688,0.12196958409000047,0.06218559000000255
1.692,0.12215946645000048,0.022945590000002555
1.696,0.1221923888100005,-0.01629440999999745
1.7,0.1220683511700005,-0.055534409999997446
1.704,0.1217873535300005,-0.09477440999999745
1.708,0.12134939589000052,-0.13401440999999745
1.712,0.12075447825000055,-0.1732544099999975
1.716,0.12000260061000054,-0.21249440999999755
1.72,0.11909376297000054,-0.2517344099999976
1.724,0.11802796533000057,-0.2909744099999975
1.728,0.11680520769000058,-0.33021440999999746
1.732,0.11542549005000058,-0.3694544099999974
1.736,0.1138888124100006,-0.40869440999999734
1.74,0.11219517477000063,-0.4479344099999973
1.744,0.11034457713000062,-0.4871744099999972
1.748,0.10833701949000063,-0.5264144099999972
1.752,0.10617250185000066,-0.5656544099999972
1.756,0.10385102421000066,-0.6048944099999971
1.76,0.10137258657000066,-0.644134409999997
1.764,0.09873718893000068,-0.683374409999997
1.768,0.0959448312900007,-0.7226144099999969
1.772,0.0929955136500007,-0.7618544099999969
1.776,0.0898892360100007,-0.8010944099999968
1.78,0.08662599837000073,-0.8403344099999968
1.784,0.08320580073000074,-0.8795744099999967
1.788,0.07962864309000074,-0.9188144099999966
1.792,0.07589452545000076,-0.9580544099999966
1.796,0.07200344781000079,-0.9972944099999965
1.8,0.06795541017000079,-1.036534409999997
1.804,0.0637504125300008,-1.0757744099999973
1.808,0.05938845489000081,-1.1150144099999977
1.812,0.05486953725000082,-1.154254409999998
1.816,0.05019365961000083,-1.1934944099999985
1.82,0.04536082197000083,-1.2327344099999988
1.824,0.04037102433000084,-1.2719744099999992
1.828,0.03522426669000084,-1.3112144099999996
1.832,0.02992054905000084,-1.35045441
1.836,0.02445987141000084,-1.3896944100000004
1.84,0.018842233770000837,-1.4289344100000008
1.844,0.013067636130000832,-1.4681744100000012
1.848,0.007136078490000826,-1.5074144100000015
1.852,0.0010475608500008198,-1.546654410000002
1.856,0.0032391452610000034,1.060095087000001
1.86,0.0074206656090000074,1.0208550870000006
1.864,0.011445225957000009,0.9816150870000004
1.868,0.015312826305000011,0.9423750870000005
1.872,0.019023466653000014,0.9031350870000006
1.8760000000000001,0.02257714700100002,0.8638950870000006
1.8800000000000001,0.02597386734900002,0.8246550870000007
1.8840000000000001,0.029213627697000026,0.7854150870000007
1.8880000000000001,0.03229642804500003,0.7461750870000008
1.8920000000000001,0.03522226839300003,0.7069350870000009
1.8960000000000001,0.037991148741000035,0.6676950870000009
1.9000000000000001,0.04060306908900004,0.628455087000001
1.9040000000000001,0.04305802943700004,0.589215087000001
1.9080000000000001,0.04535602978500004,0.5499750870000011
1.9120000000000001,0.047497070133000044,0.5107350870000011
1.9160000000000001,0.04948115048100005,0.4714950870000012
1.92,0.05130827082900005,0.43225508700000126
1.924,0.05297843117700005,0.3930150870000013
1.928,0.05449163152500006,0.3537750870000014
1.932,0.05584787187300006,0.31453508700000143
1.936,0.05704715222100007,0.2752950870000015
1.94,0.05808947256900007,0.2360550870000015
1.944,0.05897483291700008,0.19681508700000144
1.948,0.059703233265000086,0.1575750870000014
1.952,0.06027467361300009,0.11833508700000135
1.956,0.0606891539610001,0.07909508700000135
1.96,0.0609466743090001,0.03985508700000136
1.964,0.06104723465700011,0.0006150870000013568
1.968,0.06099083500500012,-0.038624912999998644
1.972,0.06077747535300012,-0.07786491299999865
1.976,0.06040715570100013,-0.11710491299999864
1.98,0.05987987604900013,-0.1563449129999987
1.984,0.05919563639700014,-0.19558491299999875
1.988,0.05835443674500014,-0.2348249129999988
1.992,0.057356277093000146,-0.2740649129999988
1.996,0.056201157441000155,-0.31330491299999874
2.0,0.05488907778900016,-0.3525449129999987
2.004,0.05342003813700017,-0.3917849129999986
2.008,0.05179403848500017,-0.43102491299999857
2.012,0.050011078833000176,-0.4702649129999985
2.016,0.04807115918100018,-0.5095049129999984
2.02,0.045974279529000184,-0.5487449129999984
2.024,0.043720439877000195,-0.5879849129999983
2.028,0.041309640225000194,-0.6272249129999983
2.032,0.0387418805730002,-0.6664649129999982
2.036,0.036017160921000206,-0.7057049129999982
2.04,0.03313548126900021,-0.7449449129999981
2.044,0.03009684161700022,-0.784184912999998
2.048,0.02690124196500023,-0.823424912999998
2.052,0.023548682313000235,-0.8626649129999979
2.056,0.020039162661000243,-0.9019049129999979
2.06,0.01637268300900025,-0.9411449129999978
2.064,0.01254924335700026,-0.9803849129999977
2.068,0.00856884370500027,-1.019624912999998
2.072,0.004431484053000278,-1.0588649129999983
2.076,0.00013716440100028436,-1.0981049129999987
2.08,0.0022971913172999976,0.7461104390999992
2.084,0.005222773073699995,0.7068704390999992
2.088,0.007991394830099993,0.6676304390999993
2.092,0.01060305658649999,0.6283904390999994
2.096,0.013057758342899989,0.5891504390999994
2.1,0.015355500099299986,0.5499104390999995
2.104,0.017496281855699986,0.5106704390999995
2.108,0.019480103612099984,0.4714304390999996
2.112,0.021306965368499985,0.43219043909999966
2.116,0.022976867124899984,0.3929504390999997
2.12,0.024489808881299983,0.3537104390999998
2.124,0.02584579063769998,0.31447043909999983
2.128,0.02704481239409998,0.2752304390999999
2.132,0.02808687415049998,0.2359904390999999
2.136,0.02897197590689998,0.19675043909999984
2.14,0.02970011766329998,0.1575104390999998
2.144,0.030271299419699978,0.11827043909999975
2.148,0.030685521176099975,0.07903043909999975
2.152,0.030942782932499975,0.039790439099999755
2.156,0.031043084688899974,0.0005504390999997548
2.16,0.030986426445299975,-0.038689560900000246
2.164,0.03077280820169997,-0.07792956090000025
2.168,0.03040222995809997,-0.11716956090000025
2.172,0.029874691714499968,-0.1564095609000003
2.176,0.029190193470899968,-0.19564956090000035
2.18,0.028348735227299967,-0.2348895609000004
2.184,0.027350316983699965,-0.2741295609000004
2.188,0.02619493874009996,-0.31336956090000034
2.192,0.02488260049649996,-0.3526095609000003
2.196,0.02341330225289996,-0.3918495609000002
2.2,0.02178704400929996,-0.43108956090000017
2.204,0.020003825765699958,-0.4703295609000001
2.208,0.01806364752209996,-0.5095695609
2.212,0.01596650927849996,-0.5488095609
2.216,0.013712411034899959,-0.5880495608999999
2.22,0.011301352791299958,-0.6272895608999999
2.224,0.008733334547699959,-0.6665295608999998
2.228,0.006008356304099961,-0.7057695608999998
2.232,0.0031264180604999615,-0.7450095608999997
2.236,8.751981689996281e-05,-0.7842495608999996
2.24,0.0016380950778899991,0.5264116926299998
2.244,0.0036848818484099986,0.4871716926299998
2.248,0.005574708618929999,0.4479316926299999
2.2520000000000002,0.0073075753894499985,0.40869169262999994
2.2560000000000002,0.008883482159969999,0.36945169263
2.2600000000000002,0.010302428930489998,0.33021169263000005
2.2640000000000002,0.01156441570101,0.2909716926300001
2.2680000000000002,0.01266944247153,0.25173169263000017
2.2720000000000002,0.01361750924205,0.21249169263000012
2.2760000000000002,0.014408616012570001,0.17325169263000006
2.2800000000000002,0.015042762783090002,0.13401169263
2.2840000000000003,0.015519949553610001,0.09477169263000002
2.2880000000000003,0.01584017632413,0.05553169263000002
2.2920000000000003,0.016003443094650002,0.01629169263000002
2.2960000000000003,0.016009749865170002,-0.022948307369999983
2.3000000000000003,0.015859096635690004,-0.06218830736999998
2.3040000000000003,0.015551483406210004,-0.10142830736999998
2.308,0.015086910176730004,-0.14066830737
2.312,0.014465376947250004,-0.17990830737000005
2.316,0.013686883717770004,-0.2191483073700001
2.32,0.012751430488290003,-0.2583883073700001
2.324,0.011659017258810004,-0.29762830737000007
2.328,0.010409644029330003,-0.33686830737
2.332,0.009003310799850003,-0.37610830736999995
2.336,0.007440017570370003,-0.4153483073699999
2.34,0.005719764340890003,-0.45458830736999983
2.344,0.0038425511114100045,-0.4938283073699998
2.348,0.0018083778819300055,-0.5330683073699998
2.352,2.2250738585072014e-308,0.4006158151589998
2.356,0.0015436032606359995,0.36137581515899986
2.36,0.002930246521271999,0.3221358151589999
2.364,0.004159929781907999,0.282895815159
2.368,0.005232653042543999,0.243655815159
2.372,0.00614841630318,0.20441581515899995
2.376,0.006907219563815999,0.1651758151589999
2.38,0.007509062824451998,0.12593581515899985
2.384,0.007953946085087997,0.08669581515899985
2.388,0.008241869345723997,0.04745581515899985
2.392,0.008372832606359997,0.008215815158999855
2.396,0.008346835866995996,-0.031024184841000148
2.4,0.008163879127631996,-0.07026418484100015
2.404,0.007823962388267994,-0.10950418484100015
2.408,0.007327085648903994,-0.1487441848410002
2.412,0.006673248909539993,-0.18798418484100024
2.416,0.005862452170175992,-0.2272241848410003
2.42,0.00489469543081199,-0.2664641848410003
2.424,0.00376997869144799,-0.30570418484100026
